timestamp,rater,mode,clip_id,path,reverb,valence_grade,use_grade,arousal,arousal_body,preference,note
2026-07-25T17:50:13,R03,soundscapes,r_0nature15542_2-hq,nature/r_0nature15542_2-hq.wav,nature,red,yes,0.0592,-0.1158,,
2026-07-25T17:51:13,R03,soundscapes,r_0mechanical237743_691206-hq,mechanical/r_0mechanical237743_691206-hq.wav,stairwell,red,yes,0.3194,0.0065,,
2026-07-25T17:51:37,R03,soundscapes,r_0nature15542_2-hq,nature/r_0nature15542_2-hq.wav,brutalism,red,yes,0.047,-0.4761,,
2026-07-25T17:51:42,R03,soundscapes,r_0quiet127242_116752-hq,quiet/r_0quiet127242_116752-hq.wav,brutalism,red,yes,-0.311,-0.7413,,
2026-07-25T17:51:52,R03,soundscapes,r_0indicator36181_341440-hq,indicator/r_0indicator36181_341440-hq.wav,long_bright,red,maybe,-0.1511,-0.4302,,
2026-07-25T17:52:00,R03,soundscapes,r_0indicator36181_341440-hq,indicator/r_0indicator36181_341440-hq.wav,nature,red,no,0.2771,0.0554,,
2026-07-25T17:52:08,R03,soundscapes,r_0quiet127242_116752-hq,quiet/r_0quiet127242_116752-hq.wav,long_bright,red,yes,-0.4783,-1.1063,,
2026-07-25T17:52:13,R03,soundscapes,r_0quiet157007_1815320-hq,quiet/r_0quiet157007_1815320-hq.wav,dry,red,yes,-0.4826,-0.4826,,
2026-07-25T17:52:20,R03,soundscapes,r_0nature17535_17129-hq,nature/r_0nature17535_17129-hq.wav,nature,neutral,maybe,-0.0387,-0.269,,
2026-07-25T17:52:27,R03,soundscapes,r_0mechanical165696_354987-hq,mechanical/r_0mechanical165696_354987-hq.wav,long_dark,red,maybe,0.445,0.4602,,
2026-07-25T17:52:32,R03,soundscapes,r_0nature118777_1708550-hq,nature/r_0nature118777_1708550-hq.wav,nature,green,yes,0.1954,0.0131,,
2026-07-25T17:52:41,R03,soundscapes,r_0nature119124_1970026-hq,nature/r_0nature119124_1970026-hq.wav,brutalism,neutral,yes,0.0776,-0.1028,,
2026-07-25T17:52:45,R03,soundscapes,r_0nature129336_2355772-hq,nature/r_0nature129336_2355772-hq.wav,long_dark,green,yes,-0.3194,-0.325,,
2026-07-25T17:52:51,R03,soundscapes,r_0quiet106869_1635617-hq,quiet/r_0quiet106869_1635617-hq.wav,stairwell,red,yes,0.3583,-0.0068,,
2026-07-25T17:52:58,R03,soundscapes,r_0nature17535_17129-hq,nature/r_0nature17535_17129-hq.wav,dry,green,yes,-0.1736,-0.1736,,
2026-07-25T17:53:02,R03,soundscapes,r_0mechanical134922_2461495-hq,mechanical/r_0mechanical134922_2461495-hq.wav,nature,red,no,1.005,0.7983,,
2026-07-25T17:53:08,R03,soundscapes,r_0nature129336_2355772-hq,nature/r_0nature129336_2355772-hq.wav,stairwell,neutral,yes,0.2125,0.0737,,
2026-07-25T17:53:12,R03,soundscapes,r_0nature120105_957391-hq,nature/r_0nature120105_957391-hq.wav,dry,red,yes,-0.2939,-0.2939,,
2026-07-25T17:53:18,R03,soundscapes,r_0nature120105_957391-hq,nature/r_0nature120105_957391-hq.wav,long_dark,red,yes,-0.2503,-0.4959,,
2026-07-25T17:53:24,R03,soundscapes,r_0mechanical165696_354987-hq,mechanical/r_0mechanical165696_354987-hq.wav,brutalism,red,yes,0.5704,0.4034,,
2026-07-25T17:53:32,R03,soundscapes,r_0quiet319150_1648170-hq,quiet/r_0quiet319150_1648170-hq.wav,long_dark,neutral,maybe,-0.4218,-0.7064,,
2026-07-25T17:53:39,R03,soundscapes,r_0mechanical165696_354987-hq,mechanical/r_0mechanical165696_354987-hq.wav,long_bright,red,yes,0.4088,0.4284,,
2026-07-25T17:53:47,R03,soundscapes,r_0indicator36181_341440-hq,indicator/r_0indicator36181_341440-hq.wav,dry,neutral,yes,-0.2045,-0.2045,,
2026-07-25T17:53:54,R03,soundscapes,r_0mechanical120385_288-hq,mechanical/r_0mechanical120385_288-hq.wav,long_dark,red,no,0.1086,-0.3974,,
2026-07-25T17:53:59,R03,soundscapes,r_0quiet157007_1815320-hq,quiet/r_0quiet157007_1815320-hq.wav,long_bright,red,yes,-0.3205,-0.5221,,
2026-07-25T17:54:06,R03,soundscapes,r_0nature118777_1708550-hq,nature/r_0nature118777_1708550-hq.wav,stairwell,green,maybe,-0.1189,-0.3373,,
2026-07-25T17:54:13,R03,soundscapes,r_0indicator36181_341440-hq,indicator/r_0indicator36181_341440-hq.wav,stairwell,red,maybe,0.2987,-0.0769,,
2026-07-25T17:54:19,R03,soundscapes,r_0nature119124_1970026-hq,nature/r_0nature119124_1970026-hq.wav,stairwell,neutral,yes,0.2486,-0.118,,
2026-07-25T17:55:20,R03,soundscapes,r_0mechanical134922_2461495-hq,mechanical/r_0mechanical134922_2461495-hq.wav,long_dark,red,no,0.442,0.7185,,
2026-07-25T17:55:28,R03,soundscapes,r_0nature119124_1970026-hq,nature/r_0nature119124_1970026-hq.wav,nature,red,maybe,0.4686,0.2297,,
2026-07-25T17:56:31,R03,soundscapes,r_0nature15542_2-hq,nature/r_0nature15542_2-hq.wav,long_dark,red,yes,0.3586,-0.3495,,
2026-07-25T17:56:40,R03,soundscapes,r_0mechanical120385_288-hq,mechanical/r_0mechanical120385_288-hq.wav,dry,red,maybe,-0.1058,-0.1058,,
2026-07-25T17:56:45,R03,soundscapes,r_0mechanical120385_288-hq,mechanical/r_0mechanical120385_288-hq.wav,brutalism,red,no,-0.261,-0.4189,,
2026-07-25T17:57:03,R03,soundscapes,r_0nature15542_2-hq,nature/r_0nature15542_2-hq.wav,stairwell,neutral,yes,0.3578,-0.0458,,
2026-07-25T17:57:24,R03,soundscapes,r_0quiet157007_1815320-hq,quiet/r_0quiet157007_1815320-hq.wav,brutalism,red,yes,-0.4148,-0.639,,
2026-07-25T17:57:30,R03,soundscapes,r_0mechanical120385_288-hq,mechanical/r_0mechanical120385_288-hq.wav,stairwell,red,no,0.0861,-0.1615,,
2026-07-25T17:57:36,R03,soundscapes,r_0nature119124_1970026-hq,nature/r_0nature119124_1970026-hq.wav,long_dark,neutral,maybe,0.0438,-0.0012,,
2026-07-25T17:57:43,R03,soundscapes,r_0quiet319150_1648170-hq,quiet/r_0quiet319150_1648170-hq.wav,dry,green,yes,-0.2059,-0.2059,,
2026-07-25T17:57:49,R03,soundscapes,r_0nature17535_17129-hq,nature/r_0nature17535_17129-hq.wav,brutalism,green,yes,-0.1776,-0.4418,,
2026-07-25T17:58:01,R03,soundscapes,r_0nature119124_1970026-hq,nature/r_0nature119124_1970026-hq.wav,dry,neutral,maybe,-0.0683,-0.0683,,
2026-07-25T17:58:11,R03,soundscapes,r_0quiet319150_1648170-hq,quiet/r_0quiet319150_1648170-hq.wav,stairwell,green,yes,-0.0088,-0.2651,,
2026-07-25T17:58:20,R03,soundscapes,r_0mechanical120385_288-hq,mechanical/r_0mechanical120385_288-hq.wav,nature,red,maybe,0.4633,0.2036,,
2026-07-25T17:58:27,R03,soundscapes,r_0nature129336_2355772-hq,nature/r_0nature129336_2355772-hq.wav,dry,green,yes,-0.0664,-0.0664,,
2026-07-25T17:58:33,R03,soundscapes,r_0mechanical165696_354987-hq,mechanical/r_0mechanical165696_354987-hq.wav,nature,red,maybe,0.8374,0.652,,
2026-07-25T17:58:39,R03,soundscapes,r_0nature120105_957391-hq,nature/r_0nature120105_957391-hq.wav,brutalism,red,yes,-0.1173,-0.1846,,
2026-07-25T17:58:45,R03,soundscapes,r_0nature118777_1708550-hq,nature/r_0nature118777_1708550-hq.wav,brutalism,green,yes,-0.4778,-0.5194,,
2026-07-25T17:58:51,R03,soundscapes,r_0quiet157007_1815320-hq,quiet/r_0quiet157007_1815320-hq.wav,long_dark,red,yes,-0.1982,-0.4888,,
2026-07-25T17:58:56,R03,soundscapes,r_0nature15542_2-hq,nature/r_0nature15542_2-hq.wav,long_bright,red,yes,0.0918,-0.3419,,
2026-07-25T17:59:02,R03,soundscapes,r_0nature118777_1708550-hq,nature/r_0nature118777_1708550-hq.wav,long_bright,neutral,yes,-0.5678,-0.416,,
2026-07-25T17:59:11,R03,soundscapes,r_0nature129336_2355772-hq,nature/r_0nature129336_2355772-hq.wav,brutalism,green,yes,0.0884,-0.1152,,
2026-07-25T17:59:16,R03,soundscapes,r_0quiet106869_1635617-hq,quiet/r_0quiet106869_1635617-hq.wav,nature,red,yes,-0.2056,-0.3937,,
2026-07-25T17:59:21,R03,soundscapes,r_0quiet127242_116752-hq,quiet/r_0quiet127242_116752-hq.wav,nature,red,yes,-0.3144,-0.598,,
2026-07-25T17:59:25,R03,soundscapes,r_0nature120105_957391-hq,nature/r_0nature120105_957391-hq.wav,nature,red,yes,0.2793,0.0769,,
2026-07-25T17:59:29,R03,soundscapes,r_0mechanical134922_2461495-hq,mechanical/r_0mechanical134922_2461495-hq.wav,brutalism,red,no,0.4185,0.4477,,
2026-07-25T17:59:33,R03,soundscapes,r_0quiet106869_1635617-hq,quiet/r_0quiet106869_1635617-hq.wav,long_dark,red,yes,-0.2098,-0.4675,,
2026-07-25T17:59:35,R03,soundscapes,r_0quiet106869_1635617-hq,quiet/r_0quiet106869_1635617-hq.wav,long_bright,red,yes,-0.3203,-0.4585,,
2026-07-25T17:59:46,R03,soundscapes,r_0nature17535_17129-hq,nature/r_0nature17535_17129-hq.wav,long_dark,neutral,maybe,-0.4348,-0.5505,,
2026-07-25T17:59:52,R03,soundscapes,r_0quiet319150_1648170-hq,quiet/r_0quiet319150_1648170-hq.wav,nature,neutral,maybe,-0.1556,-0.3958,,
2026-07-25T18:00:01,R03,soundscapes,r_0mechanical237743_691206-hq,mechanical/r_0mechanical237743_691206-hq.wav,nature,red,yes,0.2212,0.1536,,
2026-07-25T18:00:05,R03,soundscapes,r_0mechanical165696_354987-hq,mechanical/r_0mechanical165696_354987-hq.wav,dry,red,yes,0.756,0.756,,
2026-07-25T18:00:08,R03,soundscapes,r_0mechanical237743_691206-hq,mechanical/r_0mechanical237743_691206-hq.wav,dry,red,yes,0.104,0.104,,
2026-07-25T18:00:13,R03,soundscapes,r_0nature118777_1708550-hq,nature/r_0nature118777_1708550-hq.wav,long_dark,neutral,yes,-0.5748,-0.527,,
2026-07-25T18:00:19,R03,soundscapes,r_0nature120105_957391-hq,nature/r_0nature120105_957391-hq.wav,stairwell,neutral,yes,-0.1381,-0.162,,
2026-07-26T10:23:35,R03,soundscapes,rain__r_0indicator36181_341440-hq,context_mixes/rain__r_0indicator36181_341440-hq.wav,long_dark,neutral,maybe,,,,"you can really hear the bed, and the bed sounds like it's just placed there rather than integrated and planned"
2026-07-26T10:24:34,R03,soundscapes,birds__r_0nature118777_1708550-hq,context_mixes/birds__r_0nature118777_1708550-hq.wav,brutalism,green,maybe,,,,"the drone is too dominant for this bed, you need to burst this bed such that it fades in and out"
2026-07-26T10:25:52,R03,soundscapes,bells-church__r_0human113598_1015240-hq,context_mixes/bells-church__r_0human113598_1015240-hq.wav,long_dark,neutral,yes,,,,"the drone is lowkey so nowthe bed becomes a feature. the fact that the drone is minor contrasts with the slightly positive singing, creating a mixed feeling, which in this case works well"
2026-07-26T10:26:14,R03,soundscapes,street-crowd__r_0human118096_29541-hq,context_mixes/street-crowd__r_0human118096_29541-hq.wav,long_dark,red,maybe,,,,you can barely hear the bed
2026-07-26T10:27:50,R03,soundscapes,birds__r_0human179928_3223507-hq,context_mixes/birds__r_0human179928_3223507-hq.wav,long_bright,green,yes,,,,"i think i can hear singing, which creates a very subtle melody over the drone f0. this create some kind of hopeful and yearning emotion"
2026-07-26T10:28:36,R03,soundscapes,wind__r_0nature15542_2-hq,context_mixes/wind__r_0nature15542_2-hq.wav,long_bright,green,maybe,,,,"again, I can barely hear the bed. it may be creating a faint rumble but I cannot tell"
2026-07-26T10:29:12,R03,soundscapes,thunder-storm__r_0nature120105_957391-hq,context_mixes/thunder-storm__r_0nature120105_957391-hq.wav,stairwell,red,yes,,,,"i can just about hear the birds. this again is a contradictory mix, and works in this case"
2026-07-26T10:29:52,R03,soundscapes,rain__r_0indicator36181_341440-hq,context_mixes/rain__r_0indicator36181_341440-hq.wav,dry,neutral,maybe,,,,"the ben and the drone separately they are good sounds, but they sounds like they are just working in parallel"
2026-07-26T10:31:06,R03,soundscapes,bells-church__r_0human50865_118241-hq,context_mixes/bells-church__r_0human50865_118241-hq.wav,brutalism,red,no,,,,"the work too much in parallel and therefore the combo does not work. the grittiness of the drome does not go well with human voice, whch itself is also featurous"
2026-07-26T10:40:09,R03,soundscapes,street-crowd__r_0human106568_7037-hq,context_mixes/street-crowd__r_0human106568_7037-hq.wav,stairwell,neutral,no,,,,"again, they just sound like separate things happening"
2026-07-26T10:47:54,R03,soundscapes,street-crowd__r_0human106568_7037-hq,context_mixes/street-crowd__r_0human106568_7037-hq.wav,nature,neutral,no,,,,ben too fait. also they don;'t go together
2026-07-26T10:48:13,R03,soundscapes,street-crowd__r_0human106568_7037-hq,context_mixes/street-crowd__r_0human106568_7037-hq.wav,brutalism,neutral,no,,,,bed does not go with drone
2026-07-26T10:50:01,R03,soundscapes,bells-church__r_0human113598_1015240-hq,context_mixes/bells-church__r_0human113598_1015240-hq.wav,long_bright,neutral,yes,,,,"if the bed started sometime in the middle of the drone rather than at the same time, that would sound much better.  tho they don;t go together 100%"
2026-07-26T10:50:40,R03,soundscapes,wind__r_0nature15542_2-hq,context_mixes/wind__r_0nature15542_2-hq.wav,nature,neutral,no,,,,cannot hear the bed
2026-07-26T10:52:11,R03,soundscapes,thunder-storm__r_0nature120105_957391-hq,context_mixes/thunder-storm__r_0nature120105_957391-hq.wav,nature,red,yes,,,,i can just about hear the ben - it';s really really faint. I like the contradictory birds with minor drone
2026-07-26T10:52:35,R03,soundscapes,rain__r_0indicator36181_341440-hq,context_mixes/rain__r_0indicator36181_341440-hq.wav,long_bright,neutral,yes,,,,mediocre
2026-07-26T10:56:46,R03,soundscapes,night-insects__r_0nature129336_2355772-hq,context_mixes/night-insects__r_0nature129336_2355772-hq.wav,stairwell,neutral,maybe,,,,"to make the bed work with the drone, the bed needs some reverbs and fading"
2026-07-26T11:02:04,R03,soundscapes,street-crowd__r_0human106568_7037-hq,context_mixes/street-crowd__r_0human106568_7037-hq.wav,dry,neutral,maybe,,,,the bed is too rhythmic for this drone
2026-07-26T11:02:29,R03,soundscapes,birds__r_0nature118777_1708550-hq,context_mixes/birds__r_0nature118777_1708550-hq.wav,nature,green,maybe,,,,yeah the birds don't really go with this drone
2026-07-26T11:02:49,R03,soundscapes,birds__r_0nature118777_1708550-hq,context_mixes/birds__r_0nature118777_1708550-hq.wav,long_dark,neutral,maybe,,,,the birds don;t really go with this drone
2026-07-26T11:03:16,R03,soundscapes,bells-church__r_0human50865_118241-hq,context_mixes/bells-church__r_0human50865_118241-hq.wav,long_bright,red,no,,,,drone too gritty to have human voice as a bed
2026-07-26T11:03:32,R03,soundscapes,wind__r_0nature15542_2-hq,context_mixes/wind__r_0nature15542_2-hq.wav,dry,neutral,maybe,,,,can barely hear the drone
2026-07-26T11:04:09,R03,soundscapes,bells-church__r_0human113598_1015240-hq,context_mixes/bells-church__r_0human113598_1015240-hq.wav,brutalism,neutral,no,,,,this bed and this drone don;t go together
2026-07-26T11:04:39,R03,soundscapes,wind__r_0nature15542_2-hq,context_mixes/wind__r_0nature15542_2-hq.wav,long_dark,neutral,yes,,,,i can barely hear the drone. maybe it is perturbing the drone I but but I cannot tell
2026-07-26T11:06:15,R03,soundscapes,wind__r_0nature15542_2-hq,context_mixes/wind__r_0nature15542_2-hq.wav,brutalism,neutral,yes,,,,I think I am hearing some bed as perturbation
2026-07-26T11:06:26,R03,soundscapes,water-stream__r_0indicator13712_37876-hq,context_mixes/water-stream__r_0indicator13712_37876-hq.wav,brutalism,neutral,no,,,,this bed and this drone don;t go together
2026-07-26T11:07:01,R03,soundscapes,bells-church__r_0human50865_118241-hq,context_mixes/bells-church__r_0human50865_118241-hq.wav,long_dark,neutral,no,,,,drone has too much of a presence to have a human voice
2026-07-26T11:09:08,R03,soundscapes,birds__r_0human179928_3223507-hq,context_mixes/birds__r_0human179928_3223507-hq.wav,long_dark,green,yes,,,,i think i can hear some human voice in the background but not sure
2026-07-26T11:10:04,R03,soundscapes,street-crowd__r_0human106568_7037-hq,context_mixes/street-crowd__r_0human106568_7037-hq.wav,long_dark,red,yes,,,,the faint human bed under a loud drone makes it sounds like a political battle with human fighting for revolution
2026-07-26T11:10:20,R03,soundscapes,night-insects__r_0nature129336_2355772-hq,context_mixes/night-insects__r_0nature129336_2355772-hq.wav,long_bright,red,maybe,,,,this bed and this drone don;t go together
2026-07-26T11:10:54,R03,soundscapes,thunder-storm__r_0nature120105_957391-hq,context_mixes/thunder-storm__r_0nature120105_957391-hq.wav,long_bright,red,yes,,,,"i can barely hear the thunder, which makes the thunder a good subbase"
2026-07-26T11:11:12,R03,soundscapes,birds__r_0nature118777_1708550-hq,context_mixes/birds__r_0nature118777_1708550-hq.wav,dry,neutral,maybe,,,,the bed here offers nothing
2026-07-26T11:11:43,R03,soundscapes,rain__r_0mechanical120385_288-hq,context_mixes/rain__r_0mechanical120385_288-hq.wav,stairwell,red,yes,,,,the bed offers good textural subbase. thunps up
2026-07-26T11:12:08,R03,soundscapes,bells-church__r_0human113598_1015240-hq,context_mixes/bells-church__r_0human113598_1015240-hq.wav,stairwell,red,yes,,,,this creates a horror movie-like sound
2026-07-26T11:12:29,R03,soundscapes,bells-church__r_0human113598_1015240-hq,context_mixes/bells-church__r_0human113598_1015240-hq.wav,nature,red,yes,,,,same horrow movie sound. maybe better  than the previous one
2026-07-26T11:12:58,R03,soundscapes,rain__r_0mechanical120385_288-hq,context_mixes/rain__r_0mechanical120385_288-hq.wav,dry,red,yes,,,,drone offer audible subbase with clear soundscapes
2026-07-26T11:13:26,R03,soundscapes,night-insects__r_0nature129336_2355772-hq,context_mixes/night-insects__r_0nature129336_2355772-hq.wav,dry,neutral,no,,,,this bed and this drone don;t go together. the birds are too happy to create a contrast with a negative drone
2026-07-26T11:13:52,R03,soundscapes,birds__r_0nature118777_1708550-hq,context_mixes/birds__r_0nature118777_1708550-hq.wav,stairwell,neutral,maybe,,,,the bed is too loud here I would say
2026-07-26T11:14:42,R03,soundscapes,bells-church__r_0human113598_1015240-hq,context_mixes/bells-church__r_0human113598_1015240-hq.wav,dry,red,maybe,,,,"in this instance, the drone and bed just sound like parallel tracks. neither had any reverbs applied so they do not blend"
2026-07-26T11:15:22,R03,soundscapes,bells-church__r_0human50865_118241-hq,context_mixes/bells-church__r_0human50865_118241-hq.wav,dry,red,yes,,,,more reverb on the bed would so that we cannot distinguish the words would make  it sound much better
2026-07-26T11:16:15,R03,soundscapes,birds__r_0nature118777_1708550-hq,context_mixes/birds__r_0nature118777_1708550-hq.wav,long_bright,neutral,yes,,,,"the birds here tilt the drone towards positive, and it's in the process of doing so rather than having arrived there already - hence neutral rating"
2026-07-26T11:16:23,R03,soundscapes,night-insects__r_0nature129336_2355772-hq,context_mixes/night-insects__r_0nature129336_2355772-hq.wav,brutalism,red,no,,,,this bed and this drone don;t go together
2026-07-26T11:16:47,R03,soundscapes,rain__r_0mechanical120385_288-hq,context_mixes/rain__r_0mechanical120385_288-hq.wav,nature,red,yes,,,,the bed happens to make this sound crackly
2026-07-26T11:17:07,R03,soundscapes,wind__r_0nature15542_2-hq,context_mixes/wind__r_0nature15542_2-hq.wav,stairwell,neutral,yes,,,,can hear the bed really - but it is doing somethin
2026-07-26T11:17:50,R03,soundscapes,street-crowd__r_0human118096_29541-hq,context_mixes/street-crowd__r_0human118096_29541-hq.wav,long_bright,red,yes,,,,the faint bed created barely noticeable grumbling in the distance
2026-07-26T11:18:42,R03,soundscapes,street-crowd__r_0human118096_29541-hq,context_mixes/street-crowd__r_0human118096_29541-hq.wav,brutalism,red,yes,,,,the church bells creates confusion and therefore panic when combined with this drone. nice combo
2026-07-26T11:18:49,R03,soundscapes,water-stream__r_0indicator13712_37876-hq,context_mixes/water-stream__r_0indicator13712_37876-hq.wav,dry,neutral,no,,,,this bed and this drone don;t go together
2026-07-26T11:18:57,R03,soundscapes,water-stream__r_0indicator13712_37876-hq,context_mixes/water-stream__r_0indicator13712_37876-hq.wav,long_dark,neutral,no,,,,this bed and this drone don;t go together
2026-07-26T11:20:14,R03,soundscapes,birds__r_0human179928_3223507-hq,context_mixes/birds__r_0human179928_3223507-hq.wav,stairwell,neutral,yes,,,,I give this neutral because  it is one of those that are good for VA transitions and lifts you out of the previous VA state and journey you into the next. Great combo
2026-07-26T11:20:37,R03,soundscapes,street-crowd__r_0human118096_29541-hq,context_mixes/street-crowd__r_0human118096_29541-hq.wav,nature,red,yes,,,,faint bed makes this sound panicky
2026-07-26T11:20:57,R03,soundscapes,rain__r_0indicator36181_341440-hq,context_mixes/rain__r_0indicator36181_341440-hq.wav,brutalism,red,no,,,,this bed and this drone don;t go together - they cross-talk too much
2026-07-26T11:21:24,R03,soundscapes,night-insects__r_0nature129336_2355772-hq,context_mixes/night-insects__r_0nature129336_2355772-hq.wav,nature,red,no,,,,this bed and this drone don;t go together. the birds and the drone are fighting each other
2026-07-26T11:22:21,R03,soundscapes,street-crowd__r_0human106568_7037-hq,context_mixes/street-crowd__r_0human106568_7037-hq.wav,long_bright,neutral,maybe,,,,the bed does not add much
2026-07-26T11:23:13,R03,soundscapes,birds__r_0human179928_3223507-hq,context_mixes/birds__r_0human179928_3223507-hq.wav,brutalism,neutral,yes,,,,this is a great combo for breaking up the boredom of being in the same VA state for too long and makes you guess what's coming next. great combo
2026-07-26T11:24:03,R03,soundscapes,bells-church__r_0human50865_118241-hq,context_mixes/bells-church__r_0human50865_118241-hq.wav,stairwell,red,yes,,,,i only say YES to this since there is reverb applied to the bed and the human voice now in distant and not in your face
2026-07-26T11:24:32,R03,soundscapes,rain__r_0mechanical120385_288-hq,context_mixes/rain__r_0mechanical120385_288-hq.wav,brutalism,neutral,maybe,,,,kind of ok. the bed may be fighting for attention with the dron a bit too much
2026-07-26T11:25:00,R03,soundscapes,water-stream__r_0indicator13712_37876-hq,context_mixes/water-stream__r_0indicator13712_37876-hq.wav,long_bright,neutral,maybe,,,,you need to reverb the bed and make it fade in and out for this to work
2026-07-26T11:25:38,R03,soundscapes,street-crowd__r_0human118096_29541-hq,context_mixes/street-crowd__r_0human118096_29541-hq.wav,stairwell,red,yes,,,,the grumbling bells in the background makes the drone even darker. great combo
2026-07-26T11:25:56,R03,soundscapes,rain__r_0indicator36181_341440-hq,context_mixes/rain__r_0indicator36181_341440-hq.wav,nature,neutral,maybe,,,,the bed does not offer anything here
2026-07-26T11:26:03,R03,soundscapes,water-stream__r_0indicator13712_37876-hq,context_mixes/water-stream__r_0indicator13712_37876-hq.wav,nature,neutral,no,,,,this bed and this drone don;t go together
2026-07-26T11:26:23,R03,soundscapes,rain__r_0mechanical120385_288-hq,context_mixes/rain__r_0mechanical120385_288-hq.wav,long_bright,red,yes,,,,"again, this is the grumbling be that makes this work"
2026-07-26T11:27:11,R03,soundscapes,street-crowd__r_0human118096_29541-hq,context_mixes/street-crowd__r_0human118096_29541-hq.wav,dry,red,yes,,,,the works as the drone and bed are out of phase enough to create a sense of chaos. great combo that should be used sparingly
2026-07-26T11:27:58,R03,soundscapes,birds__r_0human179928_3223507-hq,context_mixes/birds__r_0human179928_3223507-hq.wav,nature,red,yes,,,,the voice in the backgroupd now makes this sound liek despair - somewhere between Neutral and Negative
2026-07-26T11:28:10,R03,soundscapes,birds__r_0human179928_3223507-hq,context_mixes/birds__r_0human179928_3223507-hq.wav,dry,red,yes,,,,same as before
2026-07-26T11:28:29,R03,soundscapes,bells-church__r_0human50865_118241-hq,context_mixes/bells-church__r_0human50865_118241-hq.wav,nature,red,yes,,,,human voice too visible. otherwise good
2026-07-26T11:28:36,R03,soundscapes,water-stream__r_0indicator13712_37876-hq,context_mixes/water-stream__r_0indicator13712_37876-hq.wav,stairwell,neutral,no,,,,this bed and this drone don;t go together
2026-07-26T11:29:03,R03,soundscapes,thunder-storm__r_0nature120105_957391-hq,context_mixes/thunder-storm__r_0nature120105_957391-hq.wav,long_dark,red,yes,,,,the bird is so faint t hat it adds texture to the drone
2026-07-26T11:29:25,R03,soundscapes,thunder-storm__r_0nature120105_957391-hq,context_mixes/thunder-storm__r_0nature120105_957391-hq.wav,dry,red,yes,,,,the wind definitely adds texture to the drone. nice
2026-07-26T11:29:45,R03,soundscapes,night-insects__r_0nature129336_2355772-hq,context_mixes/night-insects__r_0nature129336_2355772-hq.wav,long_dark,red,yes,,,,the birds here somehow works
2026-07-26T11:30:06,R03,soundscapes,rain__r_0mechanical120385_288-hq,context_mixes/rain__r_0mechanical120385_288-hq.wav,long_dark,red,yes,,,,the thunder brings it to the negative territory
2026-07-26T11:30:30,R03,soundscapes,thunder-storm__r_0nature120105_957391-hq,context_mixes/thunder-storm__r_0nature120105_957391-hq.wav,brutalism,red,yes,,,,"same as before,. the faint birds adds texture"
2026-07-26T11:31:29,R03,soundscapes,rain__r_0indicator36181_341440-hq,context_mixes/rain__r_0indicator36181_341440-hq.wav,stairwell,neutral,yes,,,,"the train whistle at the end changes the VA to positive t hem brings it back down, so I have to give it Neutral."
2026-07-26T12:05:51,R03,transitions,vtrans_028__vwander_020,,bloom_vs_dry:long_bright,,,,,same,"they offer different types of journey. both sounds technically good. the former is better for wandering around local VA space, the latter is better for changing VA state"
2026-07-26T12:06:44,R03,transitions,vtrans_019__vtrans_002,,bloom_vs_dry:long_bright,,,,,reverb,A is better as reverb for B creates confusion
2026-07-26T12:07:20,R03,transitions,vtrans_028__vtrans_013,,bloom_vs_dry:long_bright,,,,,same,"they offer different types of journey. both sounds technically good. the former is better for wandering around local VA space, the latter is better for changing VA state"
2026-07-26T12:08:30,R03,transitions,vtrans_019__vtrans_013,,bloom_vs_dry:long_bright,,,,,same,"they offer different types of journey. both sounds technically good. the latter is better for wandering around local VA space, the former is better for changing VA state"
2026-07-26T12:09:35,R03,transitions,vtrans_028__vwander_049,,bloom_vs_dry:long_bright,,,,,same,"they offer different types of journey. both sounds technically good. the former is better for wandering around local VA space, the latter is better for changing VA state"
2026-07-26T12:10:26,R03,transitions,vtrans_028__vtrans_002,,bloom_vs_dry:long_bright,,,,,dry,this one flips it around. latter is better for local wandering
2026-07-26T12:11:29,R03,transitions,vwander_049__vtrans_013,,bloom_vs_dry:long_bright,,,,,same,again different use cases
2026-07-26T13:33:58,R03,transitions,vtrans_028__vwander_020,,bloom_vs_dry:long_bright:A=reverb,,,,,same,
2026-07-26T13:34:18,R03,transitions,vtrans_019__vtrans_002,,bloom_vs_dry:long_bright:A=dry,,,,,dry,
2026-07-26T13:34:57,R03,transitions,vtrans_028__vtrans_013,,bloom_vs_dry:long_bright:A=dry,,,,,reverb,
2026-07-26T13:35:41,R03,transitions,vtrans_019__vtrans_013,,bloom_vs_dry:long_bright:A=reverb,,,,,reverb,the last 1sec is too messy in B
2026-07-26T13:36:10,R03,transitions,vtrans_028__vwander_049,,bloom_vs_dry:long_bright:A=reverb,,,,,same,
2026-07-26T13:36:33,R03,transitions,vtrans_028__vtrans_002,,bloom_vs_dry:long_bright:A=dry,,,,,reverb,
2026-07-26T13:37:13,R03,transitions,vwander_049__vtrans_013,,bloom_vs_dry:long_bright:A=reverb,,,,,reverb,again - B is too messy in the final second
2026-07-26T13:37:49,R03,transitions,vwander_049__vtrans_019,,bloom_vs_dry:long_bright:A=reverb,,,,,reverb,too messy in final second of B
2026-07-26T13:38:37,R03,transitions,vtrans_013__vtrans_002,,bloom_vs_dry:long_bright:A=reverb,,,,,reverb,
2026-07-26T13:38:57,R03,transitions,vwander_020__vtrans_013,,bloom_vs_dry:long_bright:A=dry,,,,,dry,
